Product_id:  Product_name:  Product_model:  From:   To:  Quantity: Month:   Week:  Year:
80       Car            M3            Chittagong      Bogra   95      May   Week3   2013
114       TV            M4            Khulna      Bogra   33      May   Week3   2013
146       Fan            M9            Jessore      Bogra   62      May   Week3   2013
149       RAM            M1            Barisal      Bogra   40      May   Week3   2013
116       Motor            M0            Chittagong      Bogra   28      May   Week3   2013
162       Freeze            M9            Jessore      Bogra   60      May   Week3   2013
107       RAM            M3            Rajshahi      Bogra   39      May   Week4   2013
133       Freeze            M5            Chittagong      Bogra   97      May   Week4   2013
189       Fan            M8            Mymensingh      Bogra   116      May   Week4   2013
60       Fan            M6            Rajshahi      Bogra   112      May   Week4   2013
74       Car            M7            Barisal      Bogra   52      May   Week4   2013
162       Freeze            M9            Jessore      Bogra   22      May   Week4   2013
106       Fan            M4            Bogra      Bogra   111      May   Week4   2013
36       Motor            M8            Barisal      Bogra   96      May   Week4   2013
81       Watch            M6            Mymensingh      Bogra   87      May   Week4   2013
54       Computer            M9            Chittagong      Bogra   112      May   Week4   2013
185       Car            M5            Rangpur      Bogra   104      May   Week1   2013
127       Motor            M5            Rangpur      Bogra   58      May   Week1   2013
60       Fan            M6            Rajshahi      Bogra   73      May   Week1   2013
95       CPU            M7            Chittagong      Bogra   95      May   Week1   2013
107       RAM            M3            Sylhet      Bogra   25      May   Week1   2013
116       Motor            M0            Chittagong      Bogra   48      May   Week1   2013
127       Motor            M5            Bogra      Bogra   37      May   Week1   2013
125       CPU            M4            Barisal      Bogra   38      May   Week1   2013
172       Watch            M4            Barisal      Bogra   68      May   Week1   2013
125       CPU            M4            Khulna      Bogra   83      May   Week1   2013
162       Freeze            M9            Bogra      Bogra   45      May   Week2   2013
125       CPU            M4            Rangpur      Bogra   115      May   Week2   2013
181       Car            M4            Chittagong      Bogra   34      May   Week2   2013
99       Fan            M7            Barisal      Bogra   87      May   Week2   2013
172       Watch            M4            Mymensingh      Bogra   31      May   Week2   2013
19       CPU            M8            Mymensingh      Bogra   96      May   Week2   2013
107       RAM            M3            Mymensingh      Bogra   94      May   Week2   2013
172       Watch            M4            Sylhet      Bogra   116      May   Week2   2013
107       RAM            M3            Dhaka      Bogra   36      May   Week2   2013
120       Watch            M9            Bogra      Bogra   58      May   Week2   2013
19       CPU            M8            Rangpur      Bogra   22      June   Week1   2013
100       TV            M8            Rangpur      Bogra   33      June   Week1   2013
